<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
04.12.2018;114910;114930;114890;114890
04.12.2018;114890;114940;114840;114930
04.12.2018;114930;114950;114910;114940
04.12.2018;114950;114970;114910;114920
04.12.2018;114920;114940;114910;114920
04.12.2018;114920;114970;114880;114920
04.12.2018;114930;114980;114910;114970
04.12.2018;114960;114990;114930;114930
04.12.2018;114940;114970;114930;114950
04.12.2018;114960;115000;114950;114970
04.12.2018;114980;115040;114950;114970
04.12.2018;115050;115080;114890;114970
04.12.2018;114960;115010;114950;114980
04.12.2018;114990;115010;114920;114940
04.12.2018;114930;114950;114900;114940
04.12.2018;114940;115050;114940;115050
04.12.2018;115030;115060;114990;115000
04.12.2018;115010;115020;114980;114990
04.12.2018;115010;115120;115000;115070
04.12.2018;115070;115090;115040;115050
04.12.2018;115060;115070;115040;115040
04.12.2018;115030;115040;114990;115010
04.12.2018;115020;115030;114980;115000
04.12.2018;115000;115060;114990;115050
04.12.2018;115060;115070;115030;115060
04.12.2018;115050;115070;115010;115050
04.12.2018;115050;115060;114990;115000
04.12.2018;114980;115000;114940;114970
04.12.2018;114970;115020;114940;114990
04.12.2018;115000;115000;114940;114940
04.12.2018;114940;114960;114920;114960
04.12.2018;114940;114940;114900;114910
04.12.2018;114920;114940;114900;114930
04.12.2018;114920;114960;114910;114940
04.12.2018;114930;114960;114900;114950
04.12.2018;114950;114960;114900;114940
04.12.2018;114940;114980;114930;114970
04.12.2018;114970;114990;114950;114980
04.12.2018;114970;115010;114960;114970
04.12.2018;115000;115030;114970;115030
04.12.2018;115020;115020;114970;114980
04.12.2018;114980;114990;114950;114960
04.12.2018;114960;114960;114900;114910
04.12.2018;114900;114980;114890;114970
04.12.2018;114970;114970;114870;114870
04.12.2018;114880;114900;114730;114770
04.12.2018;114770;114770;114500;114620
04.12.2018;114610;114700;114610;114670
04.12.2018;114680;114740;114660;114740
04.12.2018;114730;114790;114700;114720
04.12.2018;114730;114760;114720;114760
04.12.2018;114750;114850;114730;114770
04.12.2018;114780;114790;114730;114760
04.12.2018;114770;114780;114750;114770
04.12.2018;114770;114780;114720;114740
04.12.2018;114740;114750;114720;114720
04.12.2018;114730;114790;114720;114780
04.12.2018;114780;114800;114730;114780
04.12.2018;114790;114790;114760;114760
04.12.2018;114760;114790;114730;114780
04.12.2018;114780;114800;114760;114780
04.12.2018;114780;114820;114780;114790
04.12.2018;114800;114800;114730;114750
04.12.2018;114750;114760;114740;114760
04.12.2018;114760;114760;114740;114760
04.12.2018;114770;114790;114760;114760
04.12.2018;114760;114790;114740;114790
04.12.2018;114790;114790;114750;114760
04.12.2018;114760;114770;114700;114700
04.12.2018;114700;114720;114670;114680
04.12.2018;114680;114700;114640;114670
04.12.2018;114660;114700;114600;114610
04.12.2018;114620;114650;114570;114650
04.12.2018;114640;114650;114530;114550
04.12.2018;114570;114570;114500;114540
04.12.2018;114530;114530;114300;114380
04.12.2018;114390;114420;114290;114300
04.12.2018;114300;114400;114290;114370
04.12.2018;114360;114360;114200;114210
04.12.2018;114200;114300;114030;114240
04.12.2018;114240;114260;114090;114160
04.12.2018;114150;114190;114130;114180
04.12.2018;114180;114230;114150;114160
04.12.2018;114160;114230;114150;114170
04.12.2018;114180;114190;114030;114040
04.12.2018;114050;114050;113800;113880
04.12.2018;113870;113890;113720;113850
04.12.2018;113840;113990;113820;113990
04.12.2018;113980;114020;113930;113960
04.12.2018;113960;114020;113940;113990
04.12.2018;113970;114020;113970;113990
04.12.2018;114000;114000;113900;113900
04.12.2018;113900;114000;113900;113970
04.12.2018;113950;113960;113920;113930
04.12.2018;113940;113960;113900;113920
04.12.2018;113910;113930;113810;113840
04.12.2018;113850;113960;113800;113880
04.12.2018;113860;113930;113830;113890
04.12.2018;113880;113930;113800;113910
04.12.2018;113920;113930;113850;113890
04.12.2018;113890;113890;113800;113810
04.12.2018;113810;113820;113570;113640
04.12.2018;113630;113700;113620;113630
04.12.2018;113650;113670;113470;113560
04.12.2018;113560;113670;113530;113650
04.12.2018;113640;113680;113610;113680
04.12.2018;113690;113710;113630;113680
04.12.2018;113700;113770;113680;113750
04.12.2018;113740;113780;113730;113760
04.12.2018;113740;113760;113690;113750
04.12.2018;113760;113760;113650;113670
04.12.2018;113660;113740;113610;113730
04.12.2018;113740;113770;113700;113760
04.12.2018;113760;113770;113730;113760
04.12.2018;113760;113810;113750;113800
04.12.2018;113790;113850;113780;113780
04.12.2018;113770;113870;113770;113860
04.12.2018;113870;113880;113810;113870
04.12.2018;113870;113870;113820;113860
04.12.2018;113860;113900;113840;113880
04.12.2018;113890;113930;113870;113870
04.12.2018;113880;113890;113780;113790
04.12.2018;113800;113850;113790;113820
04.12.2018;113820;113850;113780;113820
04.12.2018;113840;113910;113840;113850
04.12.2018;113830;113860;113810;113830
04.12.2018;113840;113870;113830;113870
04.12.2018;113870;113930;113870;113900
04.12.2018;113890;113900;113840;113850
04.12.2018;113840;113860;113820;113850
04.12.2018;113850;113860;113800;113800
04.12.2018;113790;113810;113760;113780
04.12.2018;113770;113790;113750;113760
04.12.2018;113750;113770;113720;113750
04.12.2018;113750;113790;113750;113790
04.12.2018;113800;113830;113770;113780
04.12.2018;113770;113830;113770;113820
04.12.2018;113810;113850;113800;113850
04.12.2018;113850;113870;113810;113810
04.12.2018;113820;113840;113800;113810
04.12.2018;113810;113840;113800;113820
04.12.2018;113810;113830;113790;113790
04.12.2018;113790;113830;113750;113820
04.12.2018;113790;113890;113790;113860
04.12.2018;113850;113880;113850;113850
04.12.2018;113850;113850;113750;113780
04.12.2018;113770;113800;113760;113800
04.12.2018;113790;113820;113770;113810
04.12.2018;113810;113820;113790;113810
04.12.2018;113820;113840;113800;113820
04.12.2018;113830;113830;113800;113830
04.12.2018;113840;113840;113770;113780
04.12.2018;113790;113830;113790;113810
04.12.2018;113820;113850;113790;113830
04.12.2018;113820;113840;113790;113820
04.12.2018;113820;113830;113780;113800
04.12.2018;113790;113800;113750;113770
04.12.2018;113760;113780;113670;113680
04.12.2018;113670;113700;113520;113530
04.12.2018;113530;113540;113330;113380
04.12.2018;113370;113550;113340;113540
04.12.2018;113530;113560;113480;113560
04.12.2018;113550;113580;113540;113560
04.12.2018;113550;113580;113550;113570
04.12.2018;113570;113590;113540;113550
04.12.2018;113530;113560;113500;113550
04.12.2018;113550;113550;113460;113480
04.12.2018;113490;113510;113460;113490
04.12.2018;113490;113510;113440;113490
04.12.2018;113490;113500;113430;113440
04.12.2018;113440;113440;113230;113310
04.12.2018;113310;113320;113250;113300
04.12.2018;113310;113310;113180;113280
04.12.2018;113280;113380;113260;113370
04.12.2018;113370;113440;113360;113440
04.12.2018;113430;113460;113380;113440
04.12.2018;113420;113460;113380;113460
04.12.2018;113460;113490;113430;113490
04.12.2018;113470;113490;113390;113430
04.12.2018;113430;113460;113390;113450
04.12.2018;113460;113460;113410;113420
04.12.2018;113420;113440;113300;113320
04.12.2018;113310;113350;113300;113320
04.12.2018;113330;113340;113300;113320
04.12.2018;113320;113430;113310;113370
04.12.2018;113380;113470;113350;113450
04.12.2018;113440;113500;113430;113500
04.12.2018;113490;113520;113460;113490
04.12.2018;113490;113530;113480;113530
04.12.2018;113530;113560;113510;113530
04.12.2018;113520;113550;113480;113490
04.12.2018;113490;113520;113480;113500
04.12.2018;113500;113530;113470;113510
04.12.2018;113500;113590;113490;113540
04.12.2018;113550;113560;113490;113490
04.12.2018;113500;113540;113470;113470
04.12.2018;113480;113570;113470;113560
04.12.2018;113560;113610;113540;113590
04.12.2018;113590;113610;113570;113570
04.12.2018;113580;113610;113570;113600
04.12.2018;113600;113650;113600;113640
04.12.2018;113640;113650;113600;113630
04.12.2018;113630;113640;113600;113600
04.12.2018;113600;113610;113580;113600
04.12.2018;113590;113640;113590;113610
04.12.2018;113610;113610;113580;113590
04.12.2018;113590;113610;113560;113590
04.12.2018;113590;113600;113560;113560
04.12.2018;113570;113590;113560;113580
04.12.2018;113580;113600;113560;113560
04.12.2018;113560;113600;113550;113590
04.12.2018;113600;113600;113580;113580
04.12.2018;113580;113640;113580;113610
04.12.2018;113620;113630;113580;113590
04.12.2018;113590;113600;113510;113520
04.12.2018;113520;113550;113510;113520
04.12.2018;113510;113550;113490;113530
04.12.2018;113540;113560;113520;113540
04.12.2018;113530;113550;113470;113490
04.12.2018;113500;113510;113470;113490
04.12.2018;113490;113510;113480;113500
04.12.2018;113510;113540;113470;113530
04.12.2018;113530;113560;113520;113560
04.12.2018;113550;113550;113510;113540
04.12.2018;113540;113540;113520;113530
04.12.2018;113540;113560;113530;113550
04.12.2018;113550;113560;113520;113540
04.12.2018;113550;113550;113520;113530
04.12.2018;113540;113540;113510;113520
04.12.2018;113520;113570;113500;113500
04.12.2018;113510;113580;113500;113570
04.12.2018;113560;113590;113530;113560
04.12.2018;113570;113590;113540;113560
04.12.2018;113570;113580;113540;113550
04.12.2018;113560;113590;113560;113560
04.12.2018;113560;113570;113550;113570
04.12.2018;113570;113620;113570;113610
04.12.2018;113610;113630;113570;113600
04.12.2018;113600;113600;113560;113590
04.12.2018;113590;113590;113570;113590
04.12.2018;113590;113610;113580;113580
04.12.2018;113580;113590;113570;113570
04.12.2018;113560;113580;113560;113560
04.12.2018;113580;113610;113570;113610
04.12.2018;113620;113640;113600;113630
04.12.2018;113630;113640;113600;113610
04.12.2018;113620;113630;113600;113630
04.12.2018;113640;113650;113610;113650
04.12.2018;113640;113650;113610;113610
04.12.2018;113610;113610;113550;113550
04.12.2018;113570;113580;113540;113570
04.12.2018;113560;113560;113500;113510
04.12.2018;113510;113570;113500;113520
04.12.2018;113540;113540;113490;113530
04.12.2018;113530;113550;113500;113550
04.12.2018;113550;113550;113510;113550
04.12.2018;113540;113590;113530;113570
04.12.2018;113560;113570;113560;113570
04.12.2018;113550;113550;113500;113530
04.12.2018;113530;113550;113510;113530
04.12.2018;113530;113540;113510;113530
04.12.2018;113510;113550;113510;113550
04.12.2018;113560;113570;113510;113510
04.12.2018;113510;113510;113470;113470
04.12.2018;113470;113500;113470;113490
04.12.2018;113500;113560;113490;113550
04.12.2018;113550;113600;113550;113560
04.12.2018;113550;113570;113520;113550
04.12.2018;113540;113540;113510;113530
04.12.2018;113530;113530;113490;113490
04.12.2018;113490;113500;113480;113490
04.12.2018;113490;113520;113420;113500
04.12.2018;113470;113480;113440;113480
04.12.2018;113470;113490;113440;113460
04.12.2018;113450;113460;113390;113420
04.12.2018;113420;113430;113360;113390
04.12.2018;113390;113440;113380;113430
04.12.2018;113430;113440;113330;113340
04.12.2018;113350;113380;113330;113360
04.12.2018;113340;113350;113310;113350
04.12.2018;113350;113360;113320;113350
04.12.2018;113350;113390;113320;113370
04.12.2018;113360;113370;113320;113330
04.12.2018;113320;113340;113300;113310
04.12.2018;113310;113380;113300;113380
04.12.2018;113360;113410;113350;113410
04.12.2018;113410;113470;113390;113460
04.12.2018;113470;113470;113410;113420
04.12.2018;113420;113440;113400;113430
04.12.2018;113420;113420;113360;113410
04.12.2018;113390;113410;113370;113380
04.12.2018;113400;113400;113350;113400
04.12.2018;113400;113410;113350;113370
04.12.2018;113370;113460;113340;113450
04.12.2018;113450;113470;113390;113410
04.12.2018;113420;113490;113410;113450
04.12.2018;113450;113500;113440;113500
04.12.2018;113510;113530;113480;113500
04.12.2018;113500;113530;113410;113450
04.12.2018;113460;113530;113420;113530
04.12.2018;113530;113540;113440;113440
